Bit Size,Bit Type,Bit Mfg,Bit Serial Number,Depth In,Depth Out,Distance,Hrs,ROP,I,O,MD,LOC,B,G,OD,RP,Official Well Name,Formation Summary,Operator,Spud,Run Date,Rig Contractor,Rig Name,State / Province,County / Parish,Mud Code,Mud Wt Avg,Mud Wt Max,Mud Wt Min,Latitude,Longitude,Az In,Az Out,Inc In,Inc Max,Inc Min,Inc Out,Dir Type,BHA Type,Field,Bit Nozzle Summary,Bit TFA,
8.750,SPL616,ULTERRA,43945,10988,12680,1692,45,37.60,1,2,CT,S,X,,BT,TD,MARIO 1605 4LOH-18,OSAGE,CHAPARRAL ENERGY,10-Jul-19,30-Jul-19,LATSHAW DRILLING,30,OKLAHOMA,KINGFISHER,O,,9.2,9.1,35.8556,-97.768805,359.32,359.31,88.91,90.88,88.91,90.88,H,,,,,
12.250,V619DX,VAREL,4009828,105,1515,1410,8.5,165.88,1,2,WT,A,X,,NO,TD,MARJORIE 1710 2-25-36MXH,MRMC,MARATHON OIL,6-Mar-19,,HELMERICH & PAYNE DRILLING,258,OKLAHOMA,BLAINE,W,,,,35.919465,-98.217635,,,,,,,V,,,,,
8.750,DSC616M-X18,REEDHYCALOG,A253921,1515,8774,7259,94.5,76.81,1,1,FC,S,X,1,NO,BHA,MARJORIE 1710 2-25-36MXH,MRMC,MARATHON OIL,6-Mar-19,,HELMERICH & PAYNE DRILLING,258,OKLAHOMA,BLAINE,O,,,,35.919465,-98.217635,,,,,,,V,,,,,
8.750,TK63-C9,REEDHYCALOG,A253068,8774,10709,1935,47,41.17,1,2,FC,S,X,,CT,PR,MARJORIE 1710 2-25-36MXH,MRMC,MARATHON OIL,6-Mar-19,,HELMERICH & PAYNE DRILLING,258,OKLAHOMA,BLAINE,O,,,,35.919465,-98.217635,,,,,,,C,,,,,
8.750,TK66-F9,REEDHYCALOG,A258279,10709,16800,6091,63.67,95.67,0,1,NO,A,X,,NO,TD,MARJORIE 1710 2-25-36MXH,MRMC,MARATHON OIL,6-Mar-19,,HELMERICH & PAYNE DRILLING,258,OKLAHOMA,BLAINE,O,,,,35.919465,-98.217635,,,,,,,H,,,,,
12.250,V619DX,VAREL,4009828,105,1513,1408,8.5,165.65,1,1,WT,A,X,,NO,TD,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,W,,,,35.919466,-98.217568,,,,,,,V,,,,,
8.750,VY616P,VAREL,4011046,1513,3345,1832,23.5,77.96,8,3,CR,N,X,1,BT,PR,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217568,,,,,,,V,,,,,
8.750,F613P-F,VAREL,4011267,3345,4967,1622,35,46.34,8,3,CR,N,X,1,BT,PR,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217568,,,,,,,V,,,,,
8.750,TK66-F8,REEDHYCALOG,A247900,4967,8752,3785,46.5,81.40,1,1,FC,A,X,,BT,TD,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217568,,,,,,,V,,,,,
8.750,V613P,VAREL,4011332,8752,13428,4676,111,42.13,1,2,CT,S,X,1,FC,BHA,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217568,,,,,,,H,,,,,
8.750,FY616PF,VAREL,4011400,13428,16579,3151,60,52.52,1,1,WT,S,X,,NO,TD,MARJORIE 1710 3-25-36MXH,MRMC,MARATHON OIL,5-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217568,,,,,,,H,,,,,
12.250,V619DX,VAREL,4009828,105,1517,1412,10.33,136.69,1,1,WT,A,X,,NO,TD,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,W,,,,35.919466,-98.217501,,,,,,,V,,,,,
8.750,GT65DKHE,SECURITY,13069321,1517,3917,2390,34.75,68.78,8,4,CR,N,X,,BT,PR,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217501,,,,,,,V,,,,,
8.750,F613PF,VAREL,4010956,3917,8648,4731,96.25,49.15,1,3,CT,S,X,1,FC,BHA,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217501,,,,,,,V,,,,,
8.750,GTD64DC,SECURITY,13033557,8648,8947,299,8.25,36.24,0,0,NO,A,X,,OC,DMF,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217501,,,,,,,C,,,,,
8.750,GTD64DC,SECURITY,13033557,8947,9444,497,14.75,33.69,2,2,BT,S,X,1,WT,BHA,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217501,,,,,,,C,,,,,
8.750,GT65WKHE,SECURITY,13144105,9444,16735,7291,142.25,51.25,1,2,CT,S,X,1,WT,TD,MARJORIE 1710 4-25-36MXH,MRMC,MARATHON OIL,4-Mar-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,BLAINE,O,,,,35.919466,-98.217501,,,,,,,H,,,,,
17.500,U716M,ULTERRA,191010,110,1497,1387,57.00,24.33,1,1,CT,S,0,I,NO,TD,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,W,,,,34.625503,-97.567620,,,,,,,V,,PEARL NORTHEAST,16|16|16|16|16|16|10,1.255,
8.750,RPS616,ULTERRA,50447,1497,6313,4816,23.50,204.94,1,1,NO,A,0,I,NO,BHA,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,V,,PEARL NORTHEAST,12|12|12|12|12|12,0.663,
8.750,SKC713M-K1,REEDHYCALOG,A266478,6313,10117,3804,46.50,81.81,1,2,WT,S,0,I,NO,PR,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,V,,PEARL NORTHEAST,12|12|12|12|12|12|12,0.773,
8.750,SKC713M-K1,REEDHYCALOG,A269847,10117,12942,2825,42.50,66.47,1,2,WT,S,0,I,NO,BHA,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,H,,PEARL NORTHEAST,12|12|12|12|12|12|12,0.773,
8.750,HP424,HUGHES,5297454,12942,13424,482,14.00,34.43,1,2,WT,S,1,I,CT,TW,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,C,,PEARL NORTHEAST,18|18|18|18,0.994,
8.750,TKC63-C7,REEDHYCALOG,A266468,13424,18058,4634,75.00,61.79,1,4,RO,S,0,I,WT,PR,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,H,,PEARL NORTHEAST,12|12|12|12|12|12,0.663,
8.750,TKC63-C7,REEDHYCALOG,A265744,18058,20929,2871,40.50,70.89,1,2,CT,S,0,I,WT,TD,MARY J 2-4-25-36-10H,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625503,-97.567620,,,,,,,H,,PEARL NORTHEAST,12|12|12|12|12|12,0.663,
17.500,CF616,ULTERRA,41845,108,1491,1383,47.00,29.43,1,1,WT,S,0,I,NO,TD,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,W,,,,34.628649,-97.571674,,,,,,,V,,PEARL NORTHEAST,12|12|12|12|12|12|12|13|13,1.032,
8.750,U616M,ULTERRA,50628,1499,6128,4629,26.50,174.68,3,1,BT,N,0,I,LT,BHA,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
8.750,XP713,ULTERRA,48913,6128,9624,3496,49.00,71.35,1,2,WT,G,0,I,NO,PR,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,U713M,ULTERRA,40692,9624,12955,3331,47.50,70.13,1,3,WT,G,0,I,NO,BHA,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,HP424,HUGHES,5280240,12955,13541,586,15.50,37.81,1,1,WT,G,1,1,NO,BHA,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,C,,PEARL NORTHEAST,18|18|18|18,0.994,
8.750,HP424,HUGHES,5290532,13541,13729,186,5.50,33.82,1,1,WT,G,0,1,NO,BHA,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,C,,PEARL NORTHEAST,18|18|18|18,0.994,
8.750,TKC63-C7,REEDHYCALOG,A265748,13729,19418,5689,86.50,65.77,3,4,RO,S,0,I,CT,PR,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
8.750,U613M,ULTERRA,49874,19418,22170,2752,45.00,61.16,1,3,CT,S,0,1,RO,TD,MARY J 2-4-25-36-11HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,23-Nov-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628649,-97.571674,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
17.500,U616M,ULTERRA,181010,110,1488,1378,58.50,23.56,0,0,NO,A,0,I,NO,TD,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,W,,9.00,9.00,34.627850,-97.579397,,,,,,,V,,PEARL NORTHEAST,16|16|16|16|16|16,1.178,
12.250,GXT-G1,HUGHES,Z815ST,1488,1489,1,2.00,0.50,0,0,NO,A,0,I,NO,BHA,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,W,,,,34.627850,-97.579397,,,,,,,V,,PEARL NORTHEAST,16|16|17,0.614,
8.750,U616M,ULTERRA,48894,1489,4299,2810,13.00,216.15,4,8,RO,,0,I,LT,PR,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,W,,,,34.627850,-97.579397,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
8.750,XP713,ULTERRA,44245,4299,10146,5847,65.50,89.27,1,2,WT,S,0,I,WT,BHA,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,XP713,ULTERRA,38286,10146,13188,3042,60.50,50.28,1,2,CT,S,0,I,CT,BHA,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,HP424,HUGHES,5301235,13188,13812,614,20.50,29.95,1,2,WT,S,0,I,CT,BHA,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,C,,PEARL NORTHEAST,18|18|18|18,0.994,
8.750,SPL616,ULTERRA,49115,13812,16720,2908,47.00,61.87,1,4,CT,S,0,I,WT,PR,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,H,,PEARL NORTHEAST,12|12|12|12|12|12|12|12|12,0.994,
8.750,TKC63-C7,REEDHYCALOG,E266280,16720,21636,4916,72.50,67.81,3,5,RO,N,0,I,CT,PR,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
8.750,TKC63-C7,REEDHYCALOG,A266467,21636,21744,108,2.00,54.00,0,0,NO,A,0,I,NO,TD,MARY J 2-4-25-36-12HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,20-Nov-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627850,-97.579397,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14,0.902,
17.500,U716M,ULTERRA,191010,110,1502,1392,52.00,26.77,1,1,CT,A,X,,NO,TD,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,W,,,,34.625711,-97.567628,,,,,,,V,,,,,
17.500,U716M,ULTERRA,191010,110,1502,1392,52.00,26.77,1,1,CT,A,X,,NO,TD,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,W,,,,34.625711,-97.567628,,,,,,,V,,PEARL NORTHEAST,,1.040,
8.750,GT65DHE,SECURITY,13130643,1502,4962,3460,11.50,300.87,8,8,FC,A,X,,FC,PR,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,V,,,,,
8.750,GT65DHE,SECURITY,13130643,1502,4962,3460,11.50,300.87,8,8,FC,A,X,,FC,PR,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,V,,PEARL NORTHEAST,,0.460,
8.750,XP713,ULTERRA,43739,4962,9293,4331,56.00,77.34,1,2,FC,A,X,,FC,PR,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,V,,,,,
8.750,XP713,ULTERRA,43739,4962,9293,4331,56.00,77.34,1,2,FC,A,X,,FC,PR,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,V,,PEARL NORTHEAST,,1.050,
8.750,SKC713M-K1,REEDHYCALOG,A265655,9293,12700,3407,31.80,107.14,1,1,FC,A,X,,FC,BHA,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,V,,,,,
8.750,SKC713M-K1,REEDHYCALOG,A265655,9293,12700,3407,31.80,107.14,1,1,FC,A,X,,FC,BHA,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,H,,PEARL NORTHEAST,,0.770,
8.750,HP424,HUGHES,5304071,12700,13580,880,26.00,33.85,2,3,CR,A,1,I,CT,BHA,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,C,,PEARL NORTHEAST,,0.990,
8.750,SKC713M-K1,REEDHYCALOG,A266477,13580,16281,2701,64.50,41.88,1,2,WT,S,0,I,WT,PR,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,SKC713M-K1,REEDHYCALOG,A265477,16281,20561,4280,86.00,49.77,1,1,CT,S,0,I,CT,TD,MARY J 2-4-25-36-2HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,1-Nov-19,,HELMERICH & PAYNE DRILLING,545,OKLAHOMA,STEPHENS,O,,,,34.625711,-97.567628,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
17.500,CF616,ULTERRA,41845,108,1489,1381,43.5,31.75,1,1,BT,C,X,,NO,TD,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,W,,,,34.628511,-97.571675,,,,,,,V,,PEARL SOUTHEAST,,1.03,
8.750,U616M,ULTERRA,48236,1489,5664,4175,18,231.94,2,8,LT,S,X,1,WT,PR,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,V,,PEARL SOUTHEAST,,0.9,
8.750,XP713,ULTERRA,44245,5664,12456,6792,77.5,87.64,1,2,CT,S,X,,NO,BHA,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,V,,PEARL SOUTHEAST,,0.77,
8.750,GTD64DUHE,SECURITY,13098332,12456,13102,646,21.5,30.05,1,1,WT,S,X,1,NO,DMF,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,C,,PEARL SOUTHEAST,,0.9,
8.750,HP424,HUGHES,TX24822R,13102,13720,618,21.5,28.74,1,4,BT,S,1,2,RG,BHA,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,C,,PEARL SOUTHEAST,,0.99,
8.750,SKC713M-K1,REEDHYCALOG,A266302,13720,16501,2781,52,53.48,1,2,WT,S,0,1,NO,DMF,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,H,,PEARL SOUTHEAST,,0.9,
8.750,SKC713M-K1,REEDHYCALOG,A266479,16501,21350,4849,95.5,50.77,1,2,WT,S,0,I,CT,PR,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,H,,PEARL SOUTHEAST,14|14|14|14|14|14|14,1.052,
8.750,SKC713M-K1,REEDHYCALOG,A265656,21350,21853,503,14.5,34.69,0,0,NO,A,0,I,PN,TD,MARY J 2-4-25-36-3HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,22-Sep-19,,PATTERSON UTI DRILLING,290,OKLAHOMA,STEPHENS,O,,,,34.628511,-97.571675,,,,,,,H,,PEARL SOUTHEAST,14|14|14|14|14|14|14,1.052,
17.500,U616M,ULTERRA,U616M,110,1490,1380,37.5,36.80,0,0,NO,A,X,I,NO,TD,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,W,,,,34.627858,-97.579272,,,,,,,V,,PEARL NORTHEAST,16|16|16|16|16|14,1.132,
8.750,U616M,ULTERRA,49434,1490,6060,4570,20,228.50,1,4,BT,S,X,I,CT,BHA,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,XP713,ULTERRA,40615,6060,6544,484,7,69.14,0,0,NO,A,X,I,NO,DMF,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,XP713,ULTERRA,40615,6544,10264,3720,41,90.73,1,2,WT,S,X,I,CT,PR,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,XP713,ULTERRA,40085,10264,13080,2816,32,88.00,1,1,WT,A,X,I,NO,BHA,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,V,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,HP424,HUGHES,5291083,13080,13998,918,25.5,36.00,1,3,WT,S,1,I,CT,BHA,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,C,,PEARL NORTHEAST,18|18|18|18,0.994,
8.750,SKC713M-K1,REEDHYCALOG,A266481,13998,18517,4519,83.5,54.12,1,2,WT,S,X,I,CT,PR,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
8.750,SKC713M-K1,REEDHYCALOG,A266297,18517,21586,3069,64.5,47.58,1,2,WT,S,X,I,NO,TD,MARY J 2-4-25-36-4HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,30-Oct-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627858,-97.579272,,,,,,,H,,PEARL NORTHEAST,14|14|14|14|14|14|14,1.052,
17.500,U716M,ULTERRA,190916,110,398,288,16.5,17.45,3,3,BT,A,X,1,CT,PR,MARY J 2-4-25-36-5HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,16-Sep-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,W,,,,34.627781,-97.579397,,,,,,,V,,PEARL SOUTHEAST,,,
17.500,XR20T,SMITH BITS,R64529,398,539,141,11.5,12.26,1,1,NO,C,1,,NO,PR,MARY J 2-4-25-36-5HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,16-Sep-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627781,-97.579397,,,,,,,V,,PEARL SOUTHEAST,,,
17.500,CF616,ULTERRA,41845,539,1501,962,30,32.07,1,1,BT,M,X,,NO,TD,MARY J 2-4-25-36-5HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,16-Sep-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627781,-97.579397,,,,,,,V,,PEARL SOUTHEAST,,,
8.750,U616M,ULTERRA,49433,1501,5878,4377,18.5,236.59,2,1,BT,M,X,,ER,PR,MARY J 2-4-25-36-5HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,16-Sep-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627781,-97.579397,,,,,,,V,,PEARL SOUTHEAST,,,
8.750,XP713,ULTERRA,44827,5878,10133,4255,62.5,68.08,1,2,WT,S,X,,WT,PR,MARY J 2-4-25-36-5HA,WDFD,NEWFIELD EXPLORATION AND PRODUCTION,16-Sep-19,,HELMERICH & PAYNE DRILLING,530,OKLAHOMA,STEPHENS,O,,,,34.627781,-97.579397,,,,,,,V,,PEARL SOUTHEAST,,,
