Bit Size,Bit Type,Bit Mfg,Bit Serial Number,Depth In,Depth Out,Distance,Hrs,ROP,I,O,MD,LOC,B,G,OD,RP,Official Well Name,Formation Summary,Operator,Spud,Run Date,Rig Contractor,Rig Name,State / Province,County / Parish,Mud Code,Mud Wt Avg,Mud Wt Max,Mud Wt Min,Latitude,Longitude,Az In,Az Out,Inc In,Inc Max,Inc Min,Inc Out,Dir Type,BHA Type,Field,Bit Nozzle Summary,Bit TFA,
12.250,E1300,REEDHYCALOG,A237548,90,1522,1432,8,179.00,1,1,CT,A,X,,NO,TD,ACADIAN 0806 11-2-1MH,MRMC,CAMINO NATURAL RESOURCES,9-Jan-19,9-Jan-19,CACTUS DRILLING,151,OKLAHOMA,GRADY,W,,8.4,8.4,35.174957,-97.794159,,,,,,,V,,,,,
8.750,DSC616M-X18,REEDHYCALOG,A250604,1522,8671,7149,71.5,99.99,2,3,CT,A,X,,WT,PR,ACADIAN 0806 11-2-1MH,MRMC,CAMINO NATURAL RESOURCES,9-Jan-19,11-Jan-19,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,8.8,8.8,35.174957,-97.794159,,,,,,,V,,,,,
8.750,DS616M-X18,REEDHYCALOG,A256232,8671,10620,1949,35,55.69,1,1,WT,N,X,1,NO,BHA,ACADIAN 0806 11-2-1MH,MRMC,CAMINO NATURAL RESOURCES,9-Jan-19,15-Jan-19,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,8.8,8.8,35.174957,-97.794159,,,,,,,V,,,,,
8.750,TK73-A2,REEDHYCALOG,A258749,10620,17508,6888,116,59.38,1,1,WT,S,X,I,NO,BHA,ACADIAN 0806 11-2-1MH,MRMC,CAMINO NATURAL RESOURCES,9-Jan-19,17-Jan-19,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.3,9.3,35.174957,-97.794159,,,,,,,C,,,,,
8.750,TK66-F8,REEDHYCALOG,A247128,17508,19815,2307,32.5,70.98,2,2,WT,A,X,,CT,BHA,ACADIAN 0806 11-2-1MH,MRMC,CAMINO NATURAL RESOURCES,9-Jan-19,24-Jan-19,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.3,9.3,35.174957,-97.794159,,,,,,,H,,,,,
17.500,VTD619SHX,VAREL,4006372,100,1502,1402,8.25,169.94,1,1,NO,S,X,,NO,TD,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,W,,,,34.768872,-97.610834,,,,,,,V,,,,,
12.250,FY616PF,VAREL,4011478,1502,8327,6825,101.1,67.51,1,1,WT,S,X,,NO,DMF,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,V,,,,,
12.250,SPL616,VAREL,45901,8327,8350,23,5,4.60,0,1,LT,S,X,,NO,DMF,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,V,,,,,
12.250,MM65D,SECURITY,12934990,8350,10407,2057,75.25,27.34,7,4,LT,N,X,,BT,TD,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,V,,,,,
8.750,F613PF,VAREL,411057,10407,11723,1316,16,82.25,1,2,CT,S,X,,CT,BHA,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,H,,,,,
8.750,GTD64DC,SECURITY,13024233,11723,12572,849,22.17,38.29,1,2,BT,G,X,,CT,BHA,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,H,,,,,
8.750,TKC66-F5,REEDHYCALOG,E260715,12572,20634,8062,164.75,48.93,1,1,NO,G,X,,NO,TD,ACTION JACKSON 0404 1-34-27MXH,MRMC,MARATHON OIL,10-May-19,9-Jun-19,HELMERICH & PAYNE DRILLING,247,OKLAHOMA,GARVIN,O,,,,34.768872,-97.610834,,,,,,,H,,,,,
17.500,T606X,HUGHES,14116,80,1527,1447,47,30.79,0,0,NO,A,X,I,NO,TD,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,W,,,,34.970739,-97.825247,,,,,,,V,,,,,
12.250,D506,HUGHES,5286546,1527,7650,6123,39.5,155.01,1,3,CT,A,X,I,BT,PR,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,V,,,,,
12.250,MDSI613BPX,SMITH BITS,JN0462,7650,10319,2669,53.42,49.96,1,2,NO,A,X,I,NO,PR,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,V,,,,,
12.250,MDSI613MBPX,SMITH BITS,JN7329,10319,12757,2438,64.89,37.57,1,1,NO,A,X,I,NO,TD,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,V,,,,,
8.750,GT64WUHE,SECURITY,13188089,12757,14991,2234,59.25,37.70,1,1,WT,S,X,I,CT,BHA,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,H,,,,,
8.750,R619,SMITH BITS,JP0631,14991,17995,3004,58.68,51.19,0,0,NO,A,X,,NO,DTF,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,H,,,,,
8.750,R619,SMITH BITS,JP4788,17995,21462,3467,87.48,39.63,0,0,NO,A,X,,NO,DMF,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,H,,,,,
8.750,R619,SMITH BITS,JP0131,21462,23801,2339,58.18,40.20,,,,,,,,,ADAMS 27-34 6MXH,MRMC,APACHE,19-Feb-19,,UNIT DRILLING,301,OKLAHOMA,GRADY,O,,,,34.970739,-97.825247,,,,,,,H,,,,,
8.750,RPS616,ULTERRA,48334,415,6736,6321,42.7,148.03,2,3,WT,A,X,I,NO,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,21-Jul-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,V,,,,,
8.750,VY616P,VAREL,4011234,6736,7524,788,10.2,77.25,1,1,BT,S,X,I,NO,BHA,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,25-Jul-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,V,,,,,
8.750,X613,SMITH BITS,JP2149,7524,7957,433,21.2,20.42,2,3,BT,A,X,1,RO,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,26-Jul-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,V,,,,,
8.750,MMD74DC,SECURITY,12917272,7957,8226,269,30.8,8.73,2,5,WT,S,X,1,BT,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,28-Jul-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,V,,,,,
8.750,GTD75C,SECURITY,12911339,8226,8382,156,13.8,11.30,2,4,WT,T,X,I,NO,TD,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,30-Jul-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,V,,,,,
6.125,GT64DKR,SECURITY,13132721,8382,10478,2096,52.3,40.08,,,,,X,,,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,1-Aug-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,H,,,,,
6.125,XR60Y,SMITH BITS,RJ5747,10478,10850,372,32.4,11.48,4,6,BT,A,E,I,WT,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,5-Aug-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,H,,,,,
6.125,D406T,HUGHES,5298691,10850,12540,1690,46.6,36.27,2,3,WT,A,X,I,BT,PR,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,7-Aug-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,H,,,,,
6.125,D406T,HUGHES,5298538,12540,13443,903,26.6,33.95,2,2,WT,A,X,I,BT,TD,AHUMADO 19-09-03 1MH,MRMC,CHISHOLM OPERATING,20-Jul-19,10-Aug-19,LEGACY DRILLING,19,OKLAHOMA,KINGFISHER,O,,,,36.143413,-98.139754,,,,,,,H,,,,,
12.250,V616PD,VAREL,4010696,103,1522,1419,10,141.90,1,1,WT,A,X,,NO,TD,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,W,,9,9,35.305886,-97.986292,,,,,,,V,,,,,
8.750,F613P-F,VAREL,4011900,1522,9640,8118,80,101.48,2,4,CT,A,X,,BT,DMF,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9,9,35.305886,-97.986292,,,,,,,V,,,,,
8.750,F613P-F,VAREL,4011614,9640,11658,2018,35.5,56.85,2,4,WT,G,,,WT,TD,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.4,9.4,35.305886,-97.986292,,,,,,,V,,,,,
8.750,KMX424,HUGHES,5304891,11658,12384,726,29,25.03,2,2,NO,G,2,,NO,TD,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,,,35.305886,-97.986292,,,,,,,C,,,,,
8.750,FY616P-FS,VAREL,4011634,12384,15069,2685,56,47.95,4,4,BT,A,X,,WT,PR,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.6,9.6,35.305886,-97.986292,,,,,,,H,,,,,
8.750,TKC66-F8,REEDHYCALOG,A261103,15069,17554,2485,70,35.50,2,2,WT,A,X,,NO,PR,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.6,9.6,35.305886,-97.986292,,,,,,,H,,,,,
8.75,FY616P-FS,VAREL,4011324,17554,21807,4253,145,29.33,8,4,RO,N,X,,BT,PR,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.6,9.6,35.305886,-97.986292,,,,,,,H,,WTNG-CHCSH TREND,,0.902,
8.5,GTI65DHE,SECURITY,13109225,21807,24250,2443,30,81.43,1,2,NO,A,,1,NO,TD,AIKMAN TROY 1007 30-19 1MH,MRMC,CAMINO NATURAL RESOURCES,4-Sep-19,,CACTUS DRILLING,151,OKLAHOMA,GRADY,O,,9.7,9.7,35.305886,-97.986292,,,,,,,H,,WTNG-CHCSH TREND,,0.525,
12.250,GT65D,SECURITY,13233029,105,2005,1900,14.5,131.03,0,0,NO,A,X,,NO,TD,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,W,,,,34.267983,-97.006539,,,,,,,V,,,,,
8.750,R619,SMITH BITS,JP7777,2005,2483,478,8,59.75,0,0,NO,A,X,,NO,DTF,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,V,,,,,
8.750,R619,SMITH BITS,JP7777,2483,11852,9369,92.5,101.29,1,3,BT,N,X,,CT,TD,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,V,,,,,
8.750,KMX424,HUGHES,5300489,11852,12844,992,87,11.40,1,3,LT,S,1,,WT,BHA,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,C,,,,,
8.750,R619,SMITH BITS,JP9169,12844,13302,458,18,25.44,2,5,WT,S,X,,BT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,R619,SMITH BITS,JP8124,13302,13957,655,29,22.59,1,3,BT,S,X,,WT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,XP713,ULTERRA,45037,13957,14122,165,12.5,13.20,1,3,WT,S,X,,WT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,XS713,SMITH BITS,JP5936,14122,14353,231,11.5,20.09,1,1,WT,N,X,,NO,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,GT65DHE,SECURITY,13000418,14353,14544,191,16.5,11.58,2,8,RO,S,X,,WT,BHA,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,GT65DKHE,SECURITY,13056358,14544,14854,310,28.5,10.88,2,5,WT,A,X,1,NO,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,Z813,SMITH BITS,JN5570,14854,15140,286,20.5,13.95,2,4,CT,S,X,,BT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,KMX424,HUGHES,5291982,15140,15787,647,58.5,11.06,2,6,LT,S,2,1,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,C,,,,,
8.750,MDSI613,SMITH BITS,JN1743,15787,15951,164,11,14.91,2,6,WT,T,X,,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,R813,SMITH BITS,JN0466,15951,16095,144,11,13.09,3,7,WT,T,X,,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,KMX424,HUGHES,5298297,16095,16561,466,41,11.37,4,3,RO,C,1,,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,C,,,,,
8.750,R619,SMITH BITS,JP7306,16561,16776,215,16.5,13.03,1,3,WT,S,X,,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,KMX424,HUGHES,5300489,16776,17369,593,49.5,11.98,1,2,WT,T,1,,CT,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,C,,,,,
8.750,R619,SMITH BITS,JP7368,17369,18500,1131,37,30.57,1,1,WT,A,X,,NO,PR,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
8.750,R619,SMITH BITS,JP7367,18500,21539,3039,97.5,31.17,,,,,,,,,ALBERT 4-29H20X17,WDFD,XTO ENERGY,2-Aug-19,,CACTUS DRILLING,152,OKLAHOMA,CARTER,O,,,,34.267983,-97.006539,,,,,,,H,,,,,
12.250,U616M,ULTERRA,,175,1500,1325,10,132.50,1,1,NO,A,X,I,NO,TD,ALVADEAN 14-23-1XH,MISSISIPIAN,DERBY OPERATING,1-Jul-19,1-Jul-19,UNIT DRILLING,15,OKLAHOMA,DEWEY,W,,,,36.041685,-98.663584,,,,,,,V,,,,,
12.250,MM74D,SECURITY,12946335,1025,1950,925,15,61.67,1,2,CT,S,X,I,NO,TD,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,GT74WHE,SECURITY,13180190,1950,6749,4799,53,90.55,2,8,WT,S,X,I,CT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,U713M,ULTERRA,45236,6749,6967,218,5,43.60,0,0,NO,,X,,,BHA,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,MD30-LBH,TAUREX,1817776,6967,7591,624,25.5,24.47,1,1,CT,S,2,I,WT,BHA,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,XP713,ULTERRA,44247,7591,9164,1573,29.5,53.32,0,1,WT,S,X,I,NO,DMF,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,U713M,ULTERRA,43742,9164,10595,1431,45.5,31.45,6,8,WT,S,X,I,WT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,V,,,,,
8.750,XP713,ULTERRA,43725,10595,12450,1855,40.5,45.80,1,2,WT,S,X,I,WT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,H,,,,,
8.750,GTD74DRHE,SECURITY,13077652,12450,13446,1016,22.5,45.16,1,3,BT,S,X,I,BT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,H,,,,,
8.750,713D7,TAUREX,S10682,13446,15869,2423,47.7,50.80,2,3,CT,S,X,I,BT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,H,,,,,
8.750,TXD713D7,TAUREX,S10740,15869,17228,1359,31.25,43.49,1,2,WT,S,X,I,CT,PR,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,H,,,,,
8.750,TXD713D7,TAUREX,S10895,17228,18170,942,16.5,57.09,1,1,WT,S,X,I,CT,TD,ALYSSA 2-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Feb-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115592,-95.339013,,,,,,,H,,,,,
12.250,MM74D,SECURITY,12888950,1035,1905,870,14.5,60.00,1,2,CT,S,X,I,NO,TD,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,GT74WHE,SECURITY,13172789,1905,6826,4921,70.5,69.80,8,5,CR,A,X,1,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,U713M,ULTERRA,45236,6826,7015,189,9,21.00,1,2,WT,S,X,I,WT,BHA,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,M30-MBHH,TAUREX,1820280,7015,7703,688,35.75,19.24,2,1,WT,A,E,1,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,TXD713-D7,TAUREX,S10792,7703,8510,807,21.25,37.98,8,6,RO,A,X,I,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,XP713,ULTERRA,41588,8510,10358,1848,33.75,54.76,1,2,WT,S,X,I,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,V,,,,,
8.750,TXD713D7,TAUREX,S10739,10358,12370,2012,29,69.38,1,1,WT,S,X,I,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,H,,,,,
8.750,TXD713D7,TAUREX,S41645,12370,12916,546,10.5,52.00,7,8,WT,A,X,1,WT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,H,,,,,
8.750,Z813,SMITH BITS,JN0911,12916,14243,1327,31,42.81,7,2,RO,M,X,I,LT,PR,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,H,,,,,
8.750,XP713,ULTERRA,41645,14243,18175,3932,74.7,52.64,2,2,CT,S,X,I,LT,TD,ALYSSA 3-6/7H,WDFD,TRINITY EXPLORATION AND PRODUCTION,11-Mar-19,,CACTUS DRILLING,146,OKLAHOMA,HASKELL,O,,,,35.115551,-95.339013,,,,,,,H,,,,,
12.250,E1300-A3,REEDHYCALOG,A221467,120,1500,1380,5.25,262.86,0,1,NO,A,X,,BU,TD,AMERICAN PHAROAH 19-18-9-5 3MXH,MRMC,ROAN RESOURCES,1-Feb-19,,HELMERICH & PAYNE DRILLING,491,OKLAHOMA,GRADY,W,,,,35.23373,-97.773272,,,,,,,V,,,,,
8.750,TKC66-P2,REEDHYCALOG,A259282,1500,7780,6280,29.5,212.88,0,1,NO,A,X,,NO,PR,AMERICAN PHAROAH 19-18-9-5 3MXH,MRMC,ROAN RESOURCES,1-Feb-19,,HELMERICH & PAYNE DRILLING,491,OKLAHOMA,GRADY,O,,,,35.23373,-97.773272,,,,,,,V,,,,,
8.750,XS616,SMITH BITS,JN1283,7780,10158,2073,25,82.92,1,3,FC,S,X,1,PN,PR,AMERICAN PHAROAH 19-18-9-5 3MXH,MRMC,ROAN RESOURCES,1-Feb-19,,HELMERICH & PAYNE DRILLING,491,OKLAHOMA,GRADY,O,,,,35.23373,-97.773272,,,,,,,V,,,,,
8.750,GTD64WUHE,SECURITY,13181538,10158,11012,854,17.25,49.51,1,1,NO,S,X,,NO,BHA,AMERICAN PHAROAH 19-18-9-5 3MXH,MRMC,ROAN RESOURCES,1-Feb-19,,HELMERICH & PAYNE DRILLING,491,OKLAHOMA,GRADY,O,,,,35.23373,-97.773272,,,,,,,H,,,,,
8.750,FY616PS,VAREL,4010902,11012,21271,10259,135.75,75.57,,,,,,,,,AMERICAN PHAROAH 19-18-9-5 3MXH,MRMC,ROAN RESOURCES,1-Feb-19,,HELMERICH & PAYNE DRILLING,491,OKLAHOMA,GRADY,O,,,,35.23373,-97.773272,,,,,,,H,,,,,
17.500,S519BPX,SMITH BITS,JM9096,80,1525,1445,8.75,165.14,0,0,NO,A,X,,NO,TD,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,W,,,,35.738604,-98.482132,,,,,,,V,,,,,
12.250,MDSI616,SMITH BITS,JP5946,1525,6690,5165,72.25,71.49,2,7,WT,G,X,1,BT,PR,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,V,,,,,
12.250,MDSI613,SMITH BITS,JN8666,6690,9233,2543,81.25,31.30,1,3,WT,A,X,,CT,PR,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,V,,,,,
